objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
col12_00104,Library Wall Mural,Meridian Library District,1984,The first third of a wall mural in the juvenile section of the Meridian Library.  ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 49",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00104.jpg,/objects/small/col012_mldimages_00104_sm.jpg,/objects/thumbs/col012_mldimages_00104_th.jpg,,
col12_00105,Library Wall Mural,Meridian Library District,1984,The second third of a wall mural in the juvenile section of the Meridian Library ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 49",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00105.jpg,/objects/small/col012_mldimages_00105_sm.jpg,/objects/thumbs/col012_mldimages_00105_th.jpg,,
col12_00106,Library Wall Mural,Meridian Library District,1984,The last third of a wall mural in the juvenile section of the Meridian Library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 49",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00106.jpg,/objects/small/col012_mldimages_00106_sm.jpg,/objects/thumbs/col012_mldimages_00106_th.jpg,,
col12_00107,The Young Adult Section of the Library,Meridian Library District,1984,The Young Adult section of the Meridian Library,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 50",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00107.jpg,/objects/small/col012_mldimages_00107_sm.jpg,/objects/thumbs/col012_mldimages_00107_th.jpg,,
col12_00108,The Nancy Sage and Carl Rathjen Room (Idaho Collection),Meridian Library District,1984,The portion of the lobrary dedicated to the Idaho Collection. The collection was created by Nancy Sage and Carl Rathjen and holds books and objects pertaining to the history of Idaho or stories written about or taking place in Idaho. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 50",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00108.jpg,/objects/small/col012_mldimages_00108_sm.jpg,/objects/thumbs/col012_mldimages_00108_th.jpg,,
col12_00109,Pat Rabehl and Denise Evans Work at their Desks,Meridian Library District,1984,Pat Rabehl and Denise Evans at work in the Meridian Library.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00109.jpg,/objects/small/col012_mldimages_00109_sm.jpg,/objects/thumbs/col012_mldimages_00109_th.jpg,,
col12_00110,Working at the Library,Meridian Library District,1984,A library employee works at her deak.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00110.jpg,/objects/small/col012_mldimages_00110_sm.jpg,/objects/thumbs/col012_mldimages_00110_th.jpg,,
col12_00111,Working at the Library,Meridian Library District,1984,A library employee works at her deak.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00111.jpg,/objects/small/col012_mldimages_00111_sm.jpg,/objects/thumbs/col012_mldimages_00111_th.jpg,,
col12_00112,"""Making Progress"" ",Meridian Library District,1984,Picture of a man laying down near the library construction site. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 53",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00112.jpg,/objects/small/col012_mldimages_00112_sm.jpg,/objects/thumbs/col012_mldimages_00112_th.jpg,,
col12_00113,Be Kind to Animals Week ,Meridian Library District,1984-05-02,Children gathered around animal carriers on the library lawn with Bob Gregory from the Boise animal shelter. The program was part of Be Kind to Animals Week by the Boise animal shelter.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 54",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00113.jpg,/objects/small/col012_mldimages_00113_sm.jpg,/objects/thumbs/col012_mldimages_00113_th.jpg,,
col12_00114,Be Kind to Animals Week ,Meridian Library District,1984-05-02,Children gathered around animal carriers on the library lawn with Bob Gregory from the Boise animal shelter. The program was part of Be Kind to Animals Week by the Boise animal shelter. At the side of the lawn you can see the state of the library expansion.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 54",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00114.jpg,/objects/small/col012_mldimages_00114_sm.jpg,/objects/thumbs/col012_mldimages_00114_th.jpg,,
col12_00115,Be Kind to Animals Week ,Meridian Library District,1984-05-02,Children gathered around animal carriers on the library lawn with Bob Gregory from the Boise animal shelter. The program was part of Be Kind to Animals Week by the Boise animal shelter.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 54",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00115.jpg,/objects/small/col012_mldimages_00115_sm.jpg,/objects/thumbs/col012_mldimages_00115_th.jpg,,
col12_00116,Be Kind to Animals Week ,Meridian Library District,1984-05-02,"Bob Gregory of the Boise animal shelter brought along some friends to the Meridian Library for Be Kind to Animals Week. Here, the children look at and hold a puppy.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 55",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00116.jpg,/objects/small/col012_mldimages_00116_sm.jpg,/objects/thumbs/col012_mldimages_00116_th.jpg,,
